2014-11-20,9280,9031
2014-11-21,1116,1102
2014-11-22,0,0
2014-11-23,7489,4386
2014-11-24,1016,998
2014-11-25,0,0
2014-11-26,2295,2062
2014-11-27,5305,4896
2014-11-28,0,0
2014-11-29,0,0
2014-11-30,3349,1849
2014-12-01,0,0
2014-12-02,0,0
2014-12-03,0,0
2014-12-04,0,0
2014-12-05,0,0
2014-12-06,0,0
2014-12-07,0,0
2014-12-08,0,0
2014-12-09,947,436
2014-12-10,972,0
2014-12-11,3554,1497
2014-12-12,14148,6271
2014-12-13,7861,2405
2014-12-14,23712,10679
2014-12-15,2746,1515
2014-12-16,355,0
2014-12-17,1597,1409
2014-12-18,0,0
2014-12-19,0,0
2014-12-20,0,0
